file_id,duration,n_flat_channels,alpha_peak,SNR_proxy_delta
mh_2020_0000251,899.995,22,9.0,1.8119100244746044e-05
mh_2021_0000165,1500.995,22,8.0,3.5108417705115664e-05
mh_2020_0000339,879.995,22,8.0,3.818648056805533e-05
mh_2024_0004078,1008.995,22,11.0,5.448417119119156e-05
mh_2019_0000831,723.995,22,8.5,8.948493963494135e-05
mh_2019_0000160,671.995,22,9.0,8.666051113695032e-05
mh_2019_0000770,679.995,22,8.5,2.9915209963441474e-05
mh_2019_0002142,803.995,22,9.5,2.662878647031634e-05
mh_2021_0000065,1682.995,22,8.5,0.000112977651718645
mh_2019_0001227,663.995,22,8.0,3.4907312082019064e-05
mh_2021_0000831,977.995,22,8.0,0.00045376765904033
mh_2021_0000746,1499.995,22,8.0,9.005276493587359e-05
mh_2020_0001076,1809.995,22,10.0,0.00012869443544485828
mh_2024_0003526,1050.995,22,10.0,4.0408688957682446e-06
mh_2020_0000275,1019.995,22,9.5,5.392669446476234e-05
mh_2024_0004423,1019.995,22,8.0,9.754491039276553e-06
mh_2019_0001519,779.995,22,8.5,1.8567866285150988e-05
mh_2020_0000070,1458.995,22,8.0,0.00014380090832291262
mh_2019_0001609,995.995,22,9.0,3.294244667052163e-05
mh_2021_0000423,1799.995,22,10.0,6.0343181096243316e-05
mh_2024_0003455,1043.995,22,10.0,9.618656077415175e-06
mh_2020_0000709,1799.995,22,8.0,0.0002847982834857702
mh_2019_0000530,708.995,21,9.5,5.241866710194259e-05
mh_2019_0001754,703.995,22,9.0,1.7132147752836067e-05
mh_2019_0000043,699.995,22,8.5,4.2085776956838304e-05
mh_2024_0004360,1160.995,22,8.0,3.224126806199279e-05
mh_2020_0000205,865.995,22,11.5,5.814966907576167e-05
mh_2020_0000315,1358.995,21,8.5,0.00041843898468354974
mh_2024_0003551,1214.995,21,9.0,0.00010041531946383686
mh_2020_0000133,945.995,22,9.0,2.381107826290503e-05
mh_2024_0004295,1127.995,22,11.0,1.2960355648898606e-05
mh_2020_0000285,1316.995,22,8.0,6.03351998317567e-06
mh_2020_0000300,671.995,22,9.0,1.6159816546108112e-05
mh_2020_0000071,1148.995,22,9.0,3.839813203064077e-06
mh_2020_0000490,1065.995,22,8.0,0.0003920960386742996
mh_2019_0000275,719.995,22,8.5,0.00011850803010330822
mh_2020_0000234,825.995,22,8.0,5.047697615263769e-05
mh_2020_0000838,1799.995,22,9.5,1.3883452954345776e-05
mh_2024_0003582,1023.995,22,10.0,7.052633949528425e-06
mh_2019_0000378,767.995,22,11.0,3.052223497743415e-05
mh_2019_0001180,899.995,22,9.0,0.00011276529908800617
mh_2019_0000194,769.995,22,8.5,3.610769518666081e-05
mh_2019_0000610,760.995,22,9.5,1.9481624461150953e-05
mh_2021_0000357,1682.995,22,10.0,3.365617238941727e-05
mh_2019_0001139,659.995,22,10.0,3.1749727984982636e-05
mh_2019_0000205,719.995,22,9.5,1.1574697958689342e-05
mh_2022_0000362,1761.995,22,8.5,6.187665995593077e-05
mh_2020_0000814,1744.995,22,9.0,2.3674372950542418e-05
mh_2020_0001003,1799.995,22,8.5,8.787965864858317e-05
mh_2020_0000342,684.995,22,9.0,7.431139031429509e-05
mh_2020_0000116,909.995,22,9.0,2.1368362505398735e-05
mh_2020_0000658,659.995,22,8.5,8.375062892410561e-05
mh_2020_0000450,691.995,19,8.0,0.001203896630771418
mh_2019_0000759,671.995,22,9.0,1.641521538050074e-05
mh_2024_0003346,1270.995,21,10.0,0.00010688899927655607
ffh_2024_0000239,1533.995,22,9.0,0.00011388841152053511
mh_2019_0000379,719.995,21,8.0,4.2427405754940144e-05
mh_2022_0000141,1200.995,22,8.5,6.23993368819486e-06
ffh_2024_0000010,1215.995,22,9.0,3.444406863261535e-05
mh_2019_0002328,1094.995,22,8.0,2.2232780419216487e-05
mh_2024_0003754,1153.995,22,8.0,3.3543196889785285e-05
mh_2019_0000844,710.995,22,10.5,4.691678380459788e-05
mh_2020_0000161,964.995,22,9.5,7.8565590318012e-06
mh_2020_0000255,842.995,22,9.0,0.00010400673256198604
mh_2020_0000633,1805.995,22,10.5,4.9823775001626026e-05
mh_2021_0000054,1728.995,22,8.0,5.4179356273698895e-05
mh_2021_0000301,1800.995,22,9.0,1.3877798420946209e-05
mh_2024_0003793,1199.995,22,10.0,3.910039019534504e-05
mh_2020_0000040,719.995,22,9.5,5.26912767140511e-05
mh_2020_0000442,1254.995,22,9.0,2.392172595658038e-05
mh_2020_0000600,1061.995,22,10.0,3.719163435898541e-05
mh_2020_0000561,791.995,22,10.5,2.6612432502918603e-05
mh_2024_0003322,1073.995,22,9.5,3.6390541689022063e-05
mh_2019_0001979,859.995,22,10.0,8.378516182372068e-06
mh_2024_0004059,1259.995,22,8.0,0.0001326183137732547
mh_2018_0000060,755.995,22,9.0,1.5356628007817163e-05
mh_2024_0004188,1085.995,22,8.0,1.3052943686448342e-05
mh_2019_0001667,660.995,22,8.0,8.617942619025787e-05
mh_2020_0000900,1804.995,22,9.5,4.379288010754282e-05
mh_2022_0000410,1442.995,22,8.5,4.277881909013306e-05
mh_2020_0001139,1799.995,22,9.0,7.219620882025628e-05
mh_2019_0000650,699.995,22,11.0,2.3998517629001273e-05
mh_2020_0000533,842.995,22,9.0,3.013707377508974e-05
mh_2021_0000158,1763.995,22,8.0,5.669957293369423e-05
mh_2022_0000306,1287.995,22,11.0,3.437318435520713e-05
mh_2020_0000456,1197.995,22,8.0,1.0559665834596488e-05
mh_2020_0000185,899.995,22,8.5,5.0041197647469555e-05
mh_2024_0004217,1329.995,22,8.0,2.8340468662954836e-05
mh_2019_0000890,724.995,22,8.0,0.0003806246702131463
mh_2021_0000182,1523.995,22,9.0,8.26144342423683e-05
mh_2024_0003659,1066.995,22,8.0,3.78053415971447e-05
mh_2021_0000237,1799.995,22,8.0,5.3164321662215555e-05
mh_2019_0001632,780.995,22,8.0,5.923612059590194e-05
mh_2020_0001209,1803.995,22,8.0,4.4145981097103696e-05
mh_2020_0000989,1487.995,16,8.0,0.0013798497102814405
ffh_2024_0000090,1457.995,22,9.5,7.108624968612104e-06
mh_2019_0002296,795.995,22,8.0,0.00022103652620303224
mh_2019_0000697,922.995,21,8.0,6.514883701895345e-05
mh_2019_0002442,956.995,22,8.0,0.0003843199967689159
mh_2021_0000519,1669.995,22,8.0,6.166927873779033e-05
mh_2019_0000086,719.995,22,8.5,7.803175762238816e-05
mh_2024_0003572,1151.995,22,8.0,3.997431867039632e-05
mh_2019_0002030,899.995,22,10.0,3.135467932613967e-05
mh_2020_0000500,868.995,22,9.0,1.2614846080877314e-05
mh_2024_0003357,939.995,22,8.0,0.00020222617031978067
mh_2022_0000391,1512.995,22,9.5,8.328779101558322e-06
mh_2020_0000183,960.995,22,8.0,0.0002321981054035435
mh_2020_0000433,1196.995,22,8.5,5.177445123627903e-06
mh_2019_0001643,901.995,22,8.5,2.9508347173744793e-05
mh_2019_0000819,695.995,22,10.0,6.0983947131644376e-05
mh_2020_0000566,1132.995,22,8.0,1.5309809463436467e-05
mh_2019_0001958,1012.995,22,8.0,9.974412947529043e-06
mh_2019_0000959,969.995,22,9.0,1.1207104215010219e-05
mh_2019_0001671,1327.995,21,8.0,0.00017610056095615913
mh_2020_0000031,886.995,22,9.0,1.275370044240885e-05
mh_2020_0000173,1031.995,21,8.0,0.0003381853280986172
mh_2019_0002451,764.995,22,9.0,2.1900430360943924e-05
mh_2019_0000415,698.995,22,9.5,2.243846638769685e-05
mh_2019_0000261,861.995,22,9.5,0.0003131914479927603
mh_2024_0004127,1266.995,22,9.5,2.6861953512111925e-05
mh_2020_0000417,918.995,22,11.0,6.945416704432652e-06
mh_2019_0001341,849.995,22,8.0,1.2489627063148961e-05
mh_2024_0003724,1053.995,22,8.5,8.427512106777544e-05
mh_2021_0000428,1800.995,22,9.5,5.9499553822476514e-05
mh_2020_0000028,746.995,22,10.0,5.257300002955826e-05
mh_2019_0000948,905.995,22,9.0,1.36748725156255e-05
mh_2020_0000781,1799.995,22,8.0,9.178871545664881e-05
mh_2019_0000472,829.995,21,8.5,3.262402485518635e-05
mh_2019_0002333,899.995,22,8.0,8.497100545436799e-05
mh_2019_0001244,1294.995,22,8.5,1.9029489910918616e-05
mh_2020_0000405,1162.995,22,8.0,1.1425561765554511e-05
mh_2019_0001423,726.995,22,9.5,2.3235109322661496e-05
mh_2019_0000173,1044.995,22,9.5,8.690709724214862e-05
mh_2020_0000145,833.995,22,9.5,9.127994382271145e-05
mh_2022_0000014,1199.995,22,10.0,0.0002696559451630955
mh_2020_0000515,787.995,22,9.5,7.657442336048388e-06
mh_2019_0002259,839.995,22,8.5,4.0231114018290525e-05
mh_2019_0001747,742.995,22,9.0,9.086455274007673e-06
mh_2019_0000230,678.995,22,9.5,4.067562565991756e-05
mh_2019_0001642,899.995,22,9.0,6.463362854813398e-05
mh_2019_0000555,1014.995,22,8.5,2.8849205814266076e-05
mh_2020_0000104,1499.995,22,8.5,3.272672887624624e-05
mh_2020_0000625,1805.995,22,10.5,2.3374729053958558e-05
mh_2024_0003700,1044.995,22,8.0,0.00018683012124509691
mh_2019_0001954,845.995,22,9.0,1.2222340513048252e-05
mh_2024_0004170,1035.995,22,9.5,0.0001964506317340419
mh_2019_0001252,694.995,22,8.5,3.249227717366165e-05
mh_2020_0000905,1803.995,22,10.5,3.241096048077618e-05
mh_2022_0000351,1404.995,22,8.0,0.00011188058227664883
mh_2020_0000755,1799.995,22,8.0,1.6773584066141795e-05
mh_2020_0000377,963.995,22,9.5,1.4869607891865605e-05
mh_2024_0004275,1170.995,22,10.0,1.8653023568475993e-05
mh_2021_0000702,1799.995,22,10.0,3.1812645397979756e-05
mh_2020_0000273,1061.995,22,10.0,8.103878863636548e-06
mh_2020_0000157,1193.995,22,8.0,6.391114043404775e-05
mh_2019_0001499,879.995,22,10.0,5.6421845632640145e-05
mh_2019_0000342,763.995,20,8.0,0.000721409059462874
mh_2019_0000204,705.995,21,8.0,5.717224843780179e-05
mh_2020_0000326,956.995,21,9.0,3.23220166090727e-05
mh_2024_0003823,714.995,22,8.0,2.5855085332718087e-05
mh_2019_0000763,674.995,22,8.0,2.30828437080156e-05
mh_2024_0004342,1250.995,22,8.0,3.278516748249636e-06
mh_2021_0000789,1334.995,22,9.0,7.607374179843697e-05
mh_2019_0000545,851.995,22,8.0,4.064345887729922e-05
mh_2022_0000260,1559.995,22,10.0,2.681121716937931e-05
mh_2021_0000281,1751.995,22,8.0,1.555904707433052e-05
mh_2019_0001772,700.995,22,8.0,7.371549968769192e-05
mh_2020_0001138,1799.995,22,8.0,7.671067355651993e-05
mh_2019_0001467,729.995,21,9.5,3.9161132947691274e-05
mh_2019_0000655,675.995,22,9.5,1.0853178188753924e-05
mh_2019_0000515,821.995,22,10.5,5.6167351970411976e-05
mh_2019_0000708,722.995,22,8.0,8.65319264548197e-05
mh_2019_0001856,1301.995,22,8.0,7.784959321545311e-05
mh_2020_0001235,1508.995,22,10.0,4.80143950127838e-05
ffh_2024_0000310,1528.995,22,8.0,9.270179446533912e-05
mh_2024_0003713,986.995,22,10.5,1.9203688524754354e-05
mh_2020_0000692,737.995,22,8.0,2.1902314047075733e-05
mh_2019_0001174,1211.995,21,9.5,0.0006979806983748944
mh_2021_0000815,892.995,22,8.0,1.3735362564773568e-05
mh_2020_0000163,743.995,22,9.0,4.272165759990276e-05
mh_2019_0000681,722.995,19,8.0,0.0006417321856407706
mh_2022_0000224,1697.995,22,8.0,0.00023569806042340625
mh_2019_0000987,761.995,22,10.0,3.51149167285268e-05
mh_2019_0000845,672.995,22,8.5,4.103708489802625e-05
mh_2019_0002070,1499.995,20,8.0,0.0007031462672812335
mh_2020_0000441,811.995,21,8.0,0.0003022235312548526
mh_2019_0000141,693.995,22,9.5,6.395263595229277e-05
mh_2019_0001552,852.995,22,8.0,8.236449366881999e-05
mh_2020_0000348,919.995,21,8.0,1.9661790507151648e-05
mh_2024_0004148,1271.995,22,8.5,5.345226116370257e-06
mh_2019_0001327,835.995,22,8.5,1.745561494476127e-05
mh_2019_0002168,889.995,22,8.5,2.234068083252742e-05
mh_2024_0003744,1202.995,22,9.5,3.320373875331115e-05
mh_2019_0000135,670.995,22,11.0,3.075605817434591e-05
mh_2019_0000459,725.995,22,9.5,4.8442137341576e-05
mh_2020_0000895,1802.995,21,8.0,0.0004579415970714117
mh_2019_0000354,781.995,22,8.0,5.9978614742182805e-05
mh_2020_0000335,1676.995,21,8.0,9.491459463341745e-05
mh_2024_0003723,1342.995,22,11.0,5.933255009730257e-06
mh_2024_0003626,862.995,22,8.0,2.4431477112811895e-05
mh_2021_0000557,1474.995,22,8.0,0.0001444393621232635
mh_2021_0000660,1808.995,22,8.0,4.9250208172397856e-05
mh_2021_0000171,1646.995,22,8.0,3.23688627657624e-05
mh_2019_0000852,1510.995,22,8.5,9.751260986859466e-05
mh_2024_0003236,923.995,22,8.0,0.00011445195131536808
mh_2019_0001972,1201.995,21,8.5,4.738597116031354e-05
mh_2019_0002003,927.995,22,8.5,4.4614640307764706e-05
mh_2022_0000340,1570.995,22,9.0,1.0508148976119801e-05
mh_2019_0001855,723.995,22,8.0,7.028995774546238e-05
mh_2020_0000903,1803.995,22,9.5,9.076409052271873e-05
mh_2019_0002239,959.995,22,9.5,4.290959858287513e-05
mh_2019_0001542,899.995,22,9.0,4.2863849575901484e-05
mh_2019_0002385,1573.995,22,10.5,1.134771961772687e-05
mh_2019_0001320,1695.995,22,8.0,1.767905187049185e-05
mh_2020_0000106,900.995,22,10.5,2.519976407421485e-05
mh_2019_0001359,979.995,22,8.0,2.01382238753922e-05
mh_2021_0000782,1750.995,22,8.0,1.6437857915294444e-05
mh_2018_0000117,789.995,22,9.0,2.590408311056073e-05
mh_2021_0000413,1443.995,22,8.0,0.0002777681415641789
mh_2024_0003276,1647.995,22,8.0,9.702930258877138e-05
mh_2019_0000671,759.995,22,9.5,7.317594106770974e-05
mh_2019_0002146,958.995,22,8.0,1.713126460255509e-05
ffh_2024_0000272,1428.995,22,8.0,0.00036264987313539134
mh_2024_0003528,1799.995,21,10.0,8.633211517231691e-06
mh_2020_0000791,1800.995,22,8.0,2.156213595439788e-05
mh_2019_0002135,850.995,22,10.0,4.751839882233021e-06
mh_2019_0001182,720.995,22,10.0,2.0101025019917954e-05
mh_2019_0000524,797.995,22,8.0,9.033146306150887e-05
mh_2022_0000246,1203.995,22,9.5,0.00010610019863966101
mh_2020_0000767,1589.995,22,9.5,9.550223664303664e-05
mh_2020_0000461,888.995,21,8.0,9.812977173705742e-05
ffh_2024_0000290,1580.995,22,12.0,5.7548695361803875e-05
mh_2019_0002099,924.995,22,8.0,0.00019224921784767124
mh_2020_0001116,1799.995,22,8.5,1.573376126336767e-05
mh_2024_0003707,1043.995,22,10.0,2.7181339816450416e-05
mh_2019_0001272,899.995,22,9.5,8.257656238556108e-06
mh_2024_0003914,1408.995,21,8.0,0.0005395950493150324
mh_2020_0000994,1799.995,22,9.5,5.5513492468224344e-05
ffh_2024_0000034,1343.995,22,8.0,0.0007263278240565256
mh_2024_0003615,1200.995,22,8.0,4.88716956987304e-05
mh_2019_0001372,1028.995,22,10.5,3.337028568794357e-05
mh_2020_0000985,1799.995,22,10.0,3.8004977748918244e-05
mh_2019_0000150,759.995,21,8.0,0.00021470136814395334
mh_2020_0000537,809.995,22,8.0,0.00016823080736156476
mh_2019_0001695,728.995,22,10.5,1.172367085594663e-05
mh_2019_0002398,827.995,22,10.0,1.747168314807573e-05
mh_2024_0004042,1110.995,22,9.0,8.31438950340655e-06
mh_2019_0000867,695.995,22,9.0,0.0001342988664849099
mh_2024_0003543,1224.995,22,8.0,7.347288935769185e-05
mh_2018_0000014,698.995,22,8.0,0.00012035283040956044
mh_2019_0002006,901.995,22,10.5,2.3716852692151545e-05
mh_2020_0001144,1799.995,22,10.0,5.773344638500248e-05
mh_2019_0002386,842.995,22,10.0,7.401220768571519e-05
mh_2019_0001395,1051.995,22,10.5,2.4113890649156055e-05
mh_2020_0001101,1800.995,22,9.0,7.205096149334764e-05
mh_2020_0001166,1799.995,22,9.0,4.283503594325634e-05
mh_2019_0002067,903.995,22,8.0,0.0001843146051144342
mh_2019_0000663,666.995,22,8.0,1.993810812830822e-05
mh_2019_0001560,727.995,22,8.0,2.8610176582425384e-05
mh_2019_0001696,758.995,22,8.0,0.0002708754782970106
ffh_2024_0000177,1246.995,22,10.0,0.00014375430991252607
mh_2024_0004196,1115.995,22,10.0,5.776262540736892e-06
ffh_2024_0000115,1244.995,22,8.5,7.586904824294816e-05
mh_2019_0000282,701.995,22,8.5,4.9449212283086834e-05
mh_2021_0000474,1800.995,21,8.0,0.0002444417765682367
mh_2024_0003915,1122.995,22,10.0,8.944094171998409e-06
mh_2020_0001181,1810.995,22,8.0,3.0647487785689864e-05
mh_2019_0000661,760.995,22,9.5,2.1902321639345997e-05
mh_2019_0000392,945.995,21,10.5,3.6092561116898286e-05
mh_2019_0001344,947.995,22,8.0,0.00048454186874265296
mh_2019_0002131,842.995,22,8.0,5.379715216235151e-06
mh_2021_0000836,1203.995,22,8.5,0.00013005802763863217
mh_2019_0001653,726.995,21,8.0,4.845182850386832e-05
mh_2021_0000769,1201.995,22,10.0,0.00016176445779646337
ffh_2024_0000280,1630.995,22,8.0,5.486717888228338e-05
mh_2019_0001351,1071.995,22,9.5,2.5438811963679116e-05
mh_2022_0000293,1669.995,22,9.0,3.617583184366648e-05
mh_2020_0001137,1799.995,22,8.0,0.00020817800310595942
mh_2018_0000027,688.995,22,8.0,7.76642717369111e-05
mh_2019_0000038,872.995,22,10.5,9.231221389341877e-06
mh_2019_0002073,953.995,22,8.0,1.4762914663548139e-05
mh_2019_0001330,1002.995,21,9.0,1.900398200429044e-05
mh_2024_0003426,846.995,22,8.0,0.0002854496136523107
mh_2019_0000728,686.995,22,8.5,2.468948433935925e-05
mh_2024_0003571,1314.995,22,8.0,1.838373093348112e-05
mh_2019_0000700,671.995,22,12.0,4.211697727044973e-05
mh_2020_0000283,899.995,22,8.5,5.264490213953982e-06
mh_2020_0000933,1799.995,22,11.0,9.042439597761802e-05
mh_2019_0000510,779.995,22,9.5,3.089845453266833e-05
mh_2020_0000223,703.995,22,9.5,1.7909524112011573e-05
mh_2022_0000162,1604.995,22,9.5,3.3250516350200256e-05
ffh_2024_0000104,1563.995,22,9.5,2.2710308500886137e-05
mh_2024_0004316,738.995,22,8.5,0.00019907125513692078
ffh_2024_0000031,1502.995,22,8.0,0.00040986492041125775
mh_2021_0000633,1519.995,22,9.0,4.026072322794953e-05
mh_2020_0000351,1182.995,22,9.0,2.374524879783038e-05
ffh_2024_0000023,1190.995,22,9.0,5.289753473976486e-05
mh_2024_0003716,1211.995,22,9.5,9.263475436313465e-06
mh_2019_0000475,676.995,22,10.5,0.00010645071636935128
mh_2019_0001412,802.995,21,10.5,6.327645491032153e-05
mh_2019_0001081,722.995,22,10.5,4.624012810289427e-05
mh_2022_0000217,1221.995,22,8.0,1.9891101197991267e-05
mh_2019_0002274,856.995,22,10.5,6.411396625685433e-05
ffh_2024_0000307,1584.995,22,8.0,0.0001626119278575014
mh_2019_0001581,688.995,22,8.5,4.758513308439609e-05
mh_2019_0000662,659.995,22,8.5,2.3762897597823034e-05
ffh_2024_0000249,1321.995,22,10.0,0.00011534063131295087
mh_2019_0001131,864.995,22,8.0,7.842557147951828e-05
mh_2019_0000725,886.995,22,8.5,2.978160851934906e-05
mh_2019_0001963,899.995,21,8.0,5.4882635470884756e-05
mh_2019_0002336,983.995,22,8.0,1.2710660978148256e-05
mh_2020_0000522,1594.995,22,8.0,2.5300403241302615e-05
mh_2020_0000414,963.995,22,8.0,7.372882423535142e-06
mh_2019_0000797,766.995,21,10.5,4.054405998518335e-05
mh_2021_0000390,1807.995,22,8.0,0.0002757065310954673
mh_2019_0000035,794.995,22,8.5,2.706898135672381e-05
mh_2021_0000695,928.995,22,9.0,4.3852700991132037e-05
mh_2022_0000403,1191.995,22,9.5,5.158417625852671e-06
mh_2019_0000033,700.995,22,8.0,0.00018395143863207146
mh_2020_0000524,960.995,22,8.5,6.403117764619578e-06
mh_2024_0003661,930.995,22,9.0,4.403133183096774e-05
mh_2021_0000111,1499.995,22,8.0,5.419664581191019e-05
mh_2020_0000927,1802.995,22,8.0,8.184061980837651e-05
mh_2024_0004376,1127.995,22,8.0,0.00010382448031968539
mh_2024_0004019,942.995,22,8.0,1.731649335268594e-05
mh_2020_0000581,1354.995,22,9.5,1.341776381067502e-05
mh_2020_0000160,1026.995,22,10.0,5.6528801206171705e-05
mh_2019_0002220,932.995,22,9.5,4.341910662123441e-05
mh_2020_0000462,1523.995,22,9.0,7.079021007066616e-05
mh_2020_0001225,1801.995,22,9.5,8.050022265223417e-05
mh_2019_0001751,740.995,22,8.0,0.0001350058701471048
mh_2022_0000209,1217.995,22,9.5,2.3689005904518183e-05
mh_2019_0000973,909.995,21,8.0,0.0008658609431344654
mh_2019_0002404,841.995,22,10.0,1.4300492937392561e-05
mh_2022_0000090,1301.995,22,8.0,0.0003028926389042668
mh_2019_0002189,1021.995,22,9.0,2.7056535414916748e-05
mh_2021_0000411,1803.995,22,8.0,0.0002939407539472396
mh_2020_0000741,1502.995,22,8.0,0.00034692938257274166
mh_2024_0004335,958.995,21,9.0,4.561724445128909e-05
mh_2020_0001010,1799.995,22,9.5,5.466297336094903e-05
mh_2019_0001920,1032.995,22,9.0,6.095432390943615e-05
mh_2019_0000159,797.995,22,8.0,3.434566602253507e-05
mh_2021_0000564,1499.995,22,10.0,5.3280245163937116e-05
mh_2019_0000599,686.995,22,10.5,2.5198274786643917e-05
mh_2019_0001661,903.995,22,9.5,2.038048621925683e-05
mh_2021_0000452,1799.995,22,9.5,1.7454397555886787e-05
mh_2019_0001646,719.995,22,9.5,5.33761900478512e-05
mh_2021_0000214,1809.995,22,10.0,0.00011162778367233645
mh_2019_0002421,819.995,22,8.0,2.889929083028706e-05
mh_2020_0000257,913.995,22,8.5,1.69071964841704e-05
ffh_2024_0000278,1512.995,22,10.5,7.812190492040365e-05
mh_2019_0002115,851.995,22,10.0,7.305792251640748e-05
mh_2019_0000391,719.995,21,8.0,4.366549412385877e-05
mh_2019_0001546,1055.995,22,8.0,1.8394028892461998e-05
mh_2020_0000263,722.995,22,8.5,3.757442974568182e-05
mh_2019_0002069,680.995,22,8.0,6.466304745767675e-06
mh_2021_0000412,1720.995,22,8.0,0.0005600484325456095
mh_2019_0002443,835.995,22,9.5,6.327350329095147e-05
mh_2024_0004368,1102.995,22,8.5,0.00011495265498709046
mh_2019_0000548,727.995,22,8.5,2.4431027345814673e-05
mh_2019_0002029,933.995,22,9.0,6.932885544887303e-05
mh_2020_0001255,1323.995,22,8.5,8.251422089816341e-05
mh_2020_0000541,1140.995,22,9.5,3.6012017465233815e-05
mh_2019_0000011,772.995,22,8.5,1.935525648976567e-05
mh_2019_0001063,660.995,22,9.5,2.7488968882062262e-05
mh_2021_0000177,1736.995,22,8.5,0.0002192735407282808
mh_2024_0003457,971.995,22,9.5,7.436288520322037e-05
mh_2021_0000506,1421.995,22,8.0,0.00046645579473659956
mh_2024_0004250,1451.995,22,8.5,0.00017433442351498052
ffh_2024_0000204,1242.995,22,11.5,0.0001770963460116221
mh_2019_0002284,901.995,22,11.5,1.1955985553732578e-05
mh_2020_0000334,769.995,22,9.5,5.887243571248847e-05
mh_2020_0000322,915.995,22,9.5,1.2463465155679834e-05
mh_2019_0001999,900.995,22,8.5,4.067715712748401e-05
mh_2020_0000855,1799.995,22,10.5,3.874989103583909e-05
mh_2020_0000451,1074.995,22,8.0,1.8531443355445082e-05
mh_2019_0002148,878.995,22,9.5,4.0319207431462094e-05
mh_2020_0000102,846.995,22,8.0,2.4740301457894858e-05
mh_2021_0000280,1802.995,22,8.0,7.513779784262093e-05
mh_2019_0002228,806.995,22,9.5,1.4691735067550193e-05
mh_2021_0000631,1460.995,20,8.0,0.0011534249291699542
mh_2019_0000754,803.995,22,8.5,1.874281963709539e-05
mh_2021_0000204,1576.995,22,10.0,3.112833182050755e-05
mh_2019_0002191,960.995,22,10.5,3.4405175185311455e-05
mh_2019_0000259,673.995,22,8.0,1.353535032423723e-05
mh_2021_0000559,1778.995,22,9.0,3.567194540917864e-05
mh_2019_0000682,775.995,21,10.0,0.00010678304865416075
mh_2020_0000579,947.995,22,12.5,2.5163130403770054e-05
mh_2019_0002096,839.995,22,9.0,1.683893005763602e-05
mh_2024_0003935,1201.995,22,8.0,3.373300950148695e-05
mh_2020_0000184,1144.995,22,8.0,5.408640573122996e-05
mh_2019_0001668,839.995,22,9.0,9.821104228127932e-06
mh_2019_0001394,803.995,21,8.0,4.9609302010943596e-05
mh_2019_0001188,907.995,22,10.5,6.008942116812337e-05
mh_2020_0000237,671.995,9,8.0,0.0021318467386586605
mh_2019_0002286,907.995,22,9.5,4.0465640851919166e-05
mh_2019_0000301,722.995,22,10.0,2.972677105243315e-05
mh_2020_0000643,1199.995,22,9.5,4.3452504987915494e-05
mh_2019_0002316,846.995,22,9.0,9.955601820260179e-05
mh_2019_0000801,680.995,22,8.5,6.268374527613923e-05
mh_2019_0001885,911.995,22,8.0,0.00030908266599388614
mh_2020_0000318,676.995,22,8.0,9.124856987983047e-06
mh_2020_0000033,892.995,22,8.5,9.063526837512466e-05
mh_2019_0002405,935.995,22,8.5,3.134450648930875e-05
mh_2022_0000337,1652.995,22,8.0,0.0001493548859430194
mh_2019_0001485,848.995,22,9.5,2.2835267568551294e-05
mh_2019_0001234,803.995,22,8.0,2.0717251159243642e-05
mh_2022_0000202,1006.995,22,8.0,1.305531625086351e-05
mh_2020_0000835,1199.995,22,8.0,0.0003717435926866718
mh_2019_0001877,774.995,22,9.0,6.007560509320213e-06
mh_2024_0003394,856.995,22,9.5,5.896539616972433e-05
mh_2019_0000579,783.995,22,10.0,3.73908277809247e-05
mh_2019_0000559,808.995,22,9.5,3.9272778518758065e-05
mh_2019_0000163,662.995,22,9.5,2.9384753197714273e-05
mh_2019_0002240,827.995,22,9.5,7.517413496608285e-06
mh_2024_0003688,1221.995,22,8.5,1.1410887272430853e-05
mh_2020_0000942,1799.995,22,8.0,3.7049899191006956e-05
mh_2020_0000171,1661.995,22,9.0,3.4265931437008893e-05
mh_2020_0000194,917.995,22,9.5,3.156791161456687e-05
mh_2024_0004260,761.995,22,10.0,6.114992546910782e-05
mh_2020_0000341,784.995,22,8.0,2.6856241021866228e-05
mh_2020_0000421,1001.995,22,10.5,5.4872230588477965e-05
mh_2020_0001032,1809.995,22,9.0,6.79603045087511e-05
mh_2019_0001371,806.995,22,9.0,1.828263478633479e-05
mh_2019_0001677,705.995,22,10.5,2.0017035733382604e-05
mh_2019_0001221,611.995,22,8.0,6.66747887466522e-05
mh_2019_0000256,1016.995,22,8.0,0.00048683940352589676
mh_2019_0002266,772.995,22,8.0,1.759775153440824e-05
mh_2019_0001239,883.995,22,8.0,3.417051775260392e-05
mh_2019_0001887,946.995,22,10.0,1.0356153891695975e-05
mh_2019_0000315,483.995,22,10.5,9.883340863424324e-06
mh_2020_0000020,655.995,22,8.0,0.00019094404398145438
mh_2020_0000919,1546.995,22,9.5,6.319251269000978e-05
mh_2018_0000069,493.995,22,8.0,0.0001566238811448389
mh_2019_0002632,352.995,22,8.0,0.0002477023916265263
mh_2019_0000558,781.995,21,9.0,0.0005821127939403013
mh_2019_0001535,699.995,22,8.0,0.00015947751903972224
mh_2019_0002086,925.995,22,8.0,4.73334236183403e-05
mh_2019_0000491,659.995,22,11.0,2.2095846538237056e-05
mh_2019_0001598,602.995,22,8.0,4.718861927967113e-05
mh_2019_0001691,549.995,22,8.0,0.00017252700757504813
mh_2020_0000437,1849.995,22,8.0,9.670825635653615e-05
